,window_start,ticker,symbol,contract_month,contract_year,transactions,open,high,low,close,session_end_date,settlement_price,dollar_volume,volume,timeframe
148,2026-01-16 16:45:00,MNQH6,MNQ,H,2026.0,6833,25737.5,25753.25,25731.0,25736.25,2026-01-16,,360418580,14001,5min
149,2026-01-16 16:50:00,MNQH6,MNQ,H,2026.0,6722,25736.25,25751.5,25724.0,25724.75,2026-01-16,,340859491,13244,5min
150,2026-01-16 19:05:00,MNQH6,MNQ,H,2026.0,4993,25739.5,25748.25,25736.25,25740.25,2026-01-16,,258711169,10050,5min
151,2026-01-16 19:10:00,MNQH6,MNQ,H,2026.0,7241,25740.5,25740.5,25690.75,25694.75,2026-01-16,,379158602,14746,5min
152,2026-01-16 20:20:00,MNQH6,MNQ,H,2026.0,2774,25720.75,25729.75,25718.25,25722.25,2026-01-16,,134529737,5230,5min
153,2026-01-16 20:25:00,MNQH6,MNQ,H,2026.0,3227,25723.0,25727.0,25711.25,25711.5,2026-01-16,,173117942,6731,5min
154,2026-01-16 20:35:00,MNQH6,MNQ,H,2026.0,5337,25704.5,25722.75,25698.75,25718.0,2026-01-16,,280588935,10913,5min
155,2026-01-16 20:40:00,MNQH6,MNQ,H,2026.0,3576,25717.5,25718.75,25703.0,25708.5,2026-01-16,,174707026,6795,5min
156,2026-01-16 20:50:00,MNQH6,MNQ,H,2026.0,9322,25702.75,25715.75,25681.75,25713.25,2026-01-16,,524539804,20407,5min
157,2026-01-16 20:55:00,MNQH6,MNQ,H,2026.0,10326,25712.75,25713.0,25682.0,25684.75,2026-01-16,,584652739,22753,5min
158,2026-01-16 21:00:00,MNQH6,MNQ,H,2026.0,4287,25684.5,25702.5,25683.0,25687.25,2026-01-16,,229689115,8940,5min
159,2026-01-16 21:05:00,MNQH6,MNQ,H,2026.0,1979,25686.75,25691.0,25676.25,25678.5,2026-01-16,,109873368,4278,5min
160,2026-01-16 21:50:00,MNQH6,MNQ,H,2026.0,435,25686.0,25689.0,25680.0,25684.75,2026-01-16,,24811035,966,5min
161,2026-01-16 21:55:00,MNQH6,MNQ,H,2026.0,437,25684.5,25686.75,25678.25,25681.5,2026-01-16,,26248118,1022,5min
162,2026-01-18 23:00:00,MNQH6,MNQ,H,2026.0,6660,25556.0,25559.0,25410.0,25431.0,2026-01-20,,274334397,10782,5min
163,2026-01-18 23:55:00,MNQH6,MNQ,H,2026.0,2802,25447.75,25470.0,25447.0,25467.0,2026-01-20,,119982929,4713,5min
164,2026-01-19 00:00:00,MNQH6,MNQ,H,2026.0,3576,25466.5,25470.0,25440.25,25447.25,2026-01-20,,138110530,5426,5min
165,2026-01-19 00:05:00,MNQH6,MNQ,H,2026.0,3089,25446.5,25452.5,25431.25,25446.0,2026-01-20,,119625694,4702,5min
166,2026-01-19 01:15:00,MNQH6,MNQ,H,2026.0,2514,25435.75,25451.25,25420.75,25433.5,2026-01-20,,113234191,4451,5min
167,2026-01-19 01:20:00,MNQH6,MNQ,H,2026.0,2630,25433.5,25435.5,25400.0,25406.5,2026-01-20,,110291358,4340,5min
168,2026-01-19 02:00:00,MNQH6,MNQ,H,2026.0,2682,25399.25,25425.0,25395.0,25397.25,2026-01-20,,109886369,4325,5min
169,2026-01-19 02:25:00,MNQH6,MNQ,H,2026.0,949,25418.75,25421.0,25410.75,25411.25,2026-01-20,,38528359,1516,5min
170,2026-01-19 02:45:00,MNQH6,MNQ,H,2026.0,787,25414.0,25419.75,25408.75,25415.5,2026-01-20,,29862829,1175,5min
171,2026-01-19 05:30:00,MNQH6,MNQ,H,2026.0,1298,25415.0,25419.25,25398.25,25401.0,2026-01-20,,60678293,2388,5min
172,2026-01-19 06:30:00,MNQH6,MNQ,H,2026.0,1165,25400.75,25414.25,25400.75,25412.0,2026-01-20,,55520696,2185,5min
173,2026-01-19 06:45:00,MNQH6,MNQ,H,2026.0,654,25404.75,25413.25,25401.0,25411.5,2026-01-20,,29167898,1148,5min
174,2026-01-19 06:50:00,MNQH6,MNQ,H,2026.0,725,25412.0,25413.0,25394.0,25395.0,2026-01-20,,32872311,1294,5min
